,pmcid,part,tokens,term_frequency
4662,PMC8607471,method,usually,1
4663,PMC8607471,result,likely,3
4664,PMC8610788,result,likely,2
4665,PMC8619612,conclusion,probably,2
4666,PMC8619612,introduction,usually,1
4667,PMC8623033,conclusion,often,1
4668,PMC8623033,discussion,often,1
4669,PMC8623033,discussion,usually,1
4670,PMC8623033,introduction,likely,2
4671,PMC8623033,introduction,often,5
4672,PMC8625724,discussion,often,1
4673,PMC8625724,discussion,possibly,3
4674,PMC8625724,introduction,likely,1
4675,PMC8625724,introduction,often,1
4676,PMC8625724,introduction,probability,1
4677,PMC8625724,method,always,2
4678,PMC8631765,conclusion,always,1
4679,PMC8631765,conclusion,probably,1
4680,PMC8631765,discussion,likely,1
4681,PMC8631765,discussion,often,1
4682,PMC8631765,discussion,probably,1
4683,PMC8634164,discussion,likely,1
4684,PMC8634164,discussion,often,1
4685,PMC8634164,discussion,usually,1
4686,PMC8634164,introduction,frequently,3
4687,PMC8634164,introduction,likely,3
4688,PMC8634164,introduction,maybe,2
4689,PMC8634164,introduction,often,2
4690,PMC8634164,introduction,usually,1
4691,PMC8634164,method,always,1
4692,PMC8634164,method,likely,1
4693,PMC8634164,method,never,2
4694,PMC8635341,discussion,frequently,1
4695,PMC8635341,discussion,probably,1
4696,PMC8635341,introduction,frequently,2
4697,PMC8635341,introduction,likely,1
4698,PMC8635341,introduction,often,2
4699,PMC8635341,method,frequently,1
4700,PMC8636314,Changes on Our Networked Improvement Community Campuses,frequently,1
4701,PMC8636314,Continuous Improvement in Our Networked Improvement Community,often,1
4702,PMC8636314,Initial Steps in Forming Our Networked Improvement Community,often,3
4703,PMC8636314,Recommendations,unlikely,1
4704,PMC8636314,"What Is a Networked Improvement Community?Popularized by the Carnegie Foundation, a NIC creates a highly structured learning and design community (Bryk et al., 2010, 2015). This organizational approach brings together stakeholders focused on a well-specified common goal, deep understanding of the problem, and opportunities for change (Bryk et al., 2010). It leverages the power of improvement science and networks to accelerate innovation and improvement through structured, ongoing intervention development, implementation, and refinement (Le",frequently,1
4705,PMC8636314,abstract,often,1
4706,PMC8641651,abstract,likely,1
4707,PMC8641651,abstract,probably,1
4708,PMC8641651,discussion,probably,1
4709,PMC8641651,introduction,always,1
4710,PMC8641651,introduction,usually,2
4711,PMC8645937,Best Practices,always,1
4712,PMC8645937,Best Practices,likely,1
4713,PMC8645937,Best Practices,often,5
4714,PMC8645937,The Neurolab,likely,1
4715,PMC8645937,The Neurolab,often,2
4716,PMC8645937,The Neurolab,usually,1
4717,PMC8645937,conclusion,often,1
4718,PMC8645937,introduction,frequently,1
4719,PMC8645937,introduction,often,5
4720,PMC8645937,introduction,usually,1
4721,PMC8646167,discussion,always,1
4722,PMC8646167,discussion,probably,1
4723,PMC8646167,introduction,probability,2
4724,PMC8646167,introduction,rarely,1
4725,PMC8653273,discussion,likely,2
4726,PMC8656453,"Distance Learning, Motivation, and Well-Being",probably,1
4727,PMC8656453,Self-Determination Theory,often,1
4728,PMC8656453,discussion,probably,2
4729,PMC8657054,abstract,often,1
4730,PMC8657054,discussion,likely,4
4731,PMC8657054,discussion,possibly,1
4732,PMC8657054,introduction,likely,1
4733,PMC8657054,introduction,often,2
4734,PMC8657054,introduction,unlikely,2
4735,PMC8657054,result,likely,3
4736,PMC8657415,conclusion,always,1
4737,PMC8657415,conclusion,probability,1
4738,PMC8657415,conclusion,usually,1
4739,PMC8657415,discussion,certainly,1
4740,PMC8657415,discussion,maybe,1
4741,PMC8657415,discussion,usually,1
4742,PMC8657415,introduction,always,1
4743,PMC8657415,introduction,frequently,1
4744,PMC8657415,introduction,maybe,2
4745,PMC8657415,introduction,probability,2
4746,PMC8657415,introduction,probably,2
4747,PMC8657415,introduction,usually,2
4748,PMC8657415,method,always,2
4749,PMC8670565,Literature Review and Research Hypothesis,likely,1
4750,PMC8670565,method,likely,1
4751,PMC8670565,method,often,2
4752,PMC8675905,Schools as Assets or Risks to Equity,certainly,1
4753,PMC8675905,Whole Child,always,1
4754,PMC8675905,Whole Child,likely,2
4755,PMC8675905,Whole Child,often,1
4756,PMC8675905,Whole Community,often,2
4757,PMC8675905,Whole School,often,1
4758,PMC8675905,discussion,often,1
4759,PMC8677665,abstract,likely,1
4760,PMC8677665,discussion,always,1
4761,PMC8677665,discussion,likely,2
4762,PMC8677665,discussion,often,1
4763,PMC8677665,introduction,likely,5
4764,PMC8677665,introduction,maybe,1
4765,PMC8677665,introduction,often,2
4766,PMC8677665,method,always,1
4767,PMC8677665,method,never,2
4768,PMC8677665,method,often,1
4769,PMC8683815,abstract,possibly,1
4770,PMC8683815,background,frequently,1
4771,PMC8683815,method,always,1
4772,PMC8683815,method,never,1
4773,PMC8685591,Development of the Guide,frequently,1
4774,PMC8685591,Development of the Guide,likely,2
4775,PMC8685591,Using the Potential Guide,usually,1
4776,PMC8685593,abstract,likely,1
4777,PMC8685593,discussion,likely,1
4778,PMC8685593,discussion,often,1
4779,PMC8685593,method,frequently,1
4780,PMC8685593,result,never,2
4781,PMC8685832,,likely,1
4782,PMC8685832,3.\u2003FINDINGS3.1. Characteristics of the participants,always,1
4783,PMC8685832,3.\u2003FINDINGS3.1. Characteristics of the participants,never,1
4784,PMC8685832,3.\u2003FINDINGS3.1. Characteristics of the participants,usually,1
4785,PMC8685832,method,probability,1
4786,PMC8687754,abstract,likely,1
4787,PMC8687754,discussion,likely,2
4788,PMC8687754,discussion,often,1
4789,PMC8687754,method,always,1
4790,PMC8687754,method,never,2
4791,PMC8687754,method,often,1
4792,PMC8687754,result,likely,1
4793,PMC8687754,result,possibly,1
4794,PMC8691654,Findings,always,1
4795,PMC8691654,Findings,maybe,2
4796,PMC8691654,Findings,usually,3
4797,PMC8691654,discussion,unlikely,1
4798,PMC8691654,introduction,likely,3
4799,PMC8691654,method,unlikely,1
4800,PMC8691654,method,usually,1
4801,PMC8695725,discussion,often,1
4802,PMC8695725,discussion,possibly,1
4803,PMC8695725,discussion,usually,2
4804,PMC8695725,introduction,frequently,1
4805,PMC8695725,introduction,likely,3
4806,PMC8695725,introduction,often,2
4807,PMC8695725,introduction,unlikely,1
4808,PMC8695725,introduction,usually,2
4809,PMC8695725,method,likely,1
4810,PMC8695784,future,always,2
4811,PMC8695784,introduction,certainly,1
4812,PMC8695784,method,always,1
4813,PMC8695784,method,frequently,1
4814,PMC8695784,method,never,1
4815,PMC8695784,method,rarely,1
4816,PMC8697651,"HOW MULTIPLE FRAMEWORKS PROVIDE COMPLEMENTARY INSIGHT WHEN ASSESSING STUDENT KNOWLEDGEWe selected three frameworks—SBF, MM, and CD—that hold value for BER. We aim to provide an empirical case that illustrates how latent theoretical assumptions residing within different analytic frameworks may complement or constrain claims regarding the stability of student knowledge and how it is organized and used (see Table 1).TABLE 1.Analytic frameworks’ emphases and key characteristics",always,1
4817,PMC8697651,"HOW MULTIPLE FRAMEWORKS PROVIDE COMPLEMENTARY INSIGHT WHEN ASSESSING STUDENT KNOWLEDGEWe selected three frameworks—SBF, MM, and CD—that hold value for BER. We aim to provide an empirical case that illustrates how latent theoretical assumptions residing within different analytic frameworks may complement or constrain claims regarding the stability of student knowledge and how it is organized and used (see Table 1).TABLE 1.Analytic frameworks’ emphases and key characteristics",often,1
4818,PMC8697651,OPPORTUNITIES FOR EXTENDING THE STABILITY CONVERSATION,always,1
4819,PMC8697651,OPPORTUNITIES FOR EXTENDING THE STABILITY CONVERSATION,likely,1
4820,PMC8697651,method,maybe,1
4821,PMC8697651,result,frequently,1
4822,PMC8697651,result,never,2
4823,PMC8699614,discussion,frequently,2
4824,PMC8699614,introduction,frequently,2
4825,PMC8699614,method,frequently,1
4826,PMC8699614,method,probably,1
4827,PMC8699995,abstract,likely,1
4828,PMC8699995,introduction,likely,1
4829,PMC8699995,introduction,never,1
4830,PMC8699995,result,usually,1
4831,PMC8701066,1. Predicting Academic Achievement from Individual Dispositions,certainly,1
4832,PMC8701066,1. Predicting Academic Achievement from Individual Dispositions,often,1
4833,PMC8701066,"2. The Interplay between Intelligence, Personality, and EI as Predictors of Academic Achievement",certainly,1
4834,PMC8701066,"2. The Interplay between Intelligence, Personality, and EI as Predictors of Academic Achievement",likely,4
4835,PMC8701066,"2. The Interplay between Intelligence, Personality, and EI as Predictors of Academic Achievement",probably,1
4836,PMC8701066,conclusion,certainly,1
4837,PMC8701066,conclusion,likely,1
4838,PMC8701066,conclusion,unlikely,1
4839,PMC8701066,discussion,certainly,3
4840,PMC8701066,discussion,likely,1
4841,PMC8701066,discussion,usually,1
4842,PMC8701066,method,probability,1
4843,PMC8705703,discussion,likely,1
4844,PMC8705703,introduction,often,1
4845,PMC8705703,introduction,usually,2
4846,PMC8705703,method,always,1
4847,PMC8705703,method,usually,2
4848,PMC8711807,discussion,always,1
4849,PMC8711807,discussion,likely,5
4850,PMC8711807,discussion,often,2
4851,PMC8711807,discussion,rarely,2
4852,PMC8711807,result,probability,3
4853,PMC8711813,,possibly,1
4854,PMC8711813,"PORTABLE BRAIN TECHNOLOGIES IN STEM EDUCATION RESEARCHThis Essay focuses on electroencephalography (EEG), because it is currently the only brain-measuring technology that allows the recording of students’ and teachers’ brain activity in classrooms at just a fraction of the cost of laboratory-based neuroscience equipment. Other neuroimaging techniques, such as f",often,1
4855,PMC8711813,conclusion,likely,1
4856,PMC8711818,,always,2
4857,PMC8711818,,never,1
4858,PMC8711818,"A FRAMEWORK FOR UNDERSTANDING ATTENTION IN THE CLASSROOMFor decades, researchers have tried to understand exactly what attention is, and how to categorize its various subtypes. Some researchers categorize attention as either top-down (i.e., endogenous, volitional) or bottom-up (i.e., exogenous, automatic; Posner and Cohen, 1984), while others think about goal-directed attention as being selective, sustained, or divided (Mc",always,2
4859,PMC8711818,"A FRAMEWORK FOR UNDERSTANDING ATTENTION IN THE CLASSROOMFor decades, researchers have tried to understand exactly what attention is, and how to categorize its various subtypes. Some researchers categorize attention as either top-down (i.e., endogenous, volitional) or bottom-up (i.e., exogenous, automatic; Posner and Cohen, 1984), while others think about goal-directed attention as being selective, sustained, or divided (Mc",certainly,1
4860,PMC8711818,"A FRAMEWORK FOR UNDERSTANDING ATTENTION IN THE CLASSROOMFor decades, researchers have tried to understand exactly what attention is, and how to categorize its various subtypes. Some researchers categorize attention as either top-down (i.e., endogenous, volitional) or bottom-up (i.e., exogenous, automatic; Posner and Cohen, 1984), while others think about goal-directed attention as being selective, sustained, or divided (Mc",frequently,1
4861,PMC8711818,"A FRAMEWORK FOR UNDERSTANDING ATTENTION IN THE CLASSROOMFor decades, researchers have tried to understand exactly what attention is, and how to categorize its various subtypes. Some researchers categorize attention as either top-down (i.e., endogenous, volitional) or bottom-up (i.e., exogenous, automatic; Posner and Cohen, 1984), while others think about goal-directed attention as being selective, sustained, or divided (Mc",likely,4
4862,PMC8711818,"A FRAMEWORK FOR UNDERSTANDING ATTENTION IN THE CLASSROOMFor decades, researchers have tried to understand exactly what attention is, and how to categorize its various subtypes. Some researchers categorize attention as either top-down (i.e., endogenous, volitional) or bottom-up (i.e., exogenous, automatic; Posner and Cohen, 1984), while others think about goal-directed attention as being selective, sustained, or divided (Mc",maybe,1
4863,PMC8711818,"A FRAMEWORK FOR UNDERSTANDING ATTENTION IN THE CLASSROOMFor decades, researchers have tried to understand exactly what attention is, and how to categorize its various subtypes. Some researchers categorize attention as either top-down (i.e., endogenous, volitional) or bottom-up (i.e., exogenous, automatic; Posner and Cohen, 1984), while others think about goal-directed attention as being selective, sustained, or divided (Mc",often,3
4864,PMC8711822,discussion,frequently,1
4865,PMC8711822,discussion,likely,1
4866,PMC8711822,discussion,maybe,1
4867,PMC8711822,introduction,usually,1
4868,PMC8711822,method,frequently,1
4869,PMC8713644,abstract,often,1
4870,PMC8713644,discussion,likely,1
4871,PMC8713644,discussion,rarely,1
4872,PMC8713644,introduction,often,3
4873,PMC8713644,introduction,possibly,1
4874,PMC8713644,introduction,usually,2
4875,PMC8713644,method,probably,1
4876,PMC8713644,method,rarely,1
4877,PMC8713644,method,usually,3
4878,PMC8716809,conclusion,possibly,1
4879,PMC8716809,conclusion,probably,1
4880,PMC8716809,discussion,maybe,1
4881,PMC8716809,discussion,usually,1
4882,PMC8716809,method,always,1
4883,PMC8716809,method,frequently,1
4884,PMC8716809,method,never,1
4885,PMC8716809,method,often,1
4886,PMC8716809,method,usually,1
4887,PMC8717771,Cognitive Frailty as a Reversible Condition and Preventive Interventions,likely,2
4888,PMC8717771,Cognitive Frailty as a Reversible Condition and Preventive Interventions,probability,1
4889,PMC8717771,Relationship With Motor Signs of Aging,frequently,1
4890,PMC8727374,Person-Centered Approaches and Their Application in ASR Phenotype Research,often,2
4891,PMC8727374,Person-Centered Approaches and Their Application in ASR Phenotype Research,possibly,1
4892,PMC8727374,Person-Centered Approaches and Their Application in ASR Phenotype Research,probability,4
4893,PMC8727374,introduction,often,1
4894,PMC8727736,Declarations,never,1
4895,PMC8727736,Literature review,likely,3
4896,PMC8727736,Literature review,rarely,1
4897,PMC8727736,future,certainly,1
4898,PMC8727736,method,maybe,1
4899,PMC8727736,method,probably,2
4900,PMC8730434,abstract,often,1
4901,PMC8730434,introduction,often,1
4902,PMC8730434,method,always,1
4903,PMC8730434,method,never,1
4904,PMC8733000,2. Related Work2.1. Educational Psychology,often,1
4905,PMC8733000,2. Related Work2.1. Educational Psychology,rarely,1
4906,PMC8733000,3. Personalized Online Learning Resource Recommendation Scheme,always,1
4907,PMC8733000,3. Personalized Online Learning Resource Recommendation Scheme,likely,1
4908,PMC8733000,3. Personalized Online Learning Resource Recommendation Scheme,probability,3
4909,PMC8733000,3. Personalized Online Learning Resource Recommendation Scheme,usually,2
4910,PMC8733000,discussion,always,2
4911,PMC8733000,discussion,probability,1
4912,PMC8733000,introduction,usually,1
4913,PMC8740057,abstract,often,1
4914,PMC8740057,background,often,2
4915,PMC8740057,background,possibly,1
4916,PMC8740057,discussion,often,2
4917,PMC8740057,discussion,possibly,1
4918,PMC8740057,method,frequently,1
4919,PMC8740057,method,often,1
4920,PMC8740057,result,always,4
4921,PMC8740057,result,frequently,2
4922,PMC8740057,result,likely,3
4923,PMC8740057,result,maybe,3
4924,PMC8740057,result,never,1
4925,PMC8740057,result,often,3
4926,PMC8740057,result,possibly,1
4927,PMC8740057,result,probably,1
4928,PMC8740057,result,usually,1
4929,PMC8744933,,likely,1
4930,PMC8744933,discussion,always,1
4931,PMC8744933,discussion,possibly,1
4932,PMC8744933,discussion,probably,1
4933,PMC8744933,discussion,usually,3
4934,PMC8744933,introduction,always,1
4935,PMC8744933,introduction,often,1
4936,PMC8744933,introduction,probability,1
4937,PMC8744933,introduction,usually,2
4938,PMC8744933,method,never,1
4939,PMC8744933,method,often,5
4940,PMC8744933,method,probability,1
4941,PMC8744933,method,usually,1
4942,PMC8744933,result,never,1
4943,PMC8744933,result,often,7
4944,PMC8744933,result,probability,2
4945,PMC8744933,result,usually,3
4946,PMC8751053,conclusion,frequently,1
4947,PMC8751053,discussion,always,1
4948,PMC8751053,discussion,often,1
4949,PMC8751053,introduction,frequently,1
